state,agencyType,agencyName,race,religion,sexOrientation,disability,gender,genderIdentity,population
Washington,Cities,Toppenish,1,0,0,0,0,0,8974
Washington,Cities,Tukwila,5,0,1,0,0,1,20183
Washington,Cities,Tumwater,1,0,0,0,0,0,22961
Washington,Cities,Union Gap,0,1,0,0,0,0,6104
Washington,Cities,Vancouver,1,0,0,0,0,0,176884
Washington,Cities,Walla Walla,1,0,0,0,0,0,32189
Washington,Cities,West Richland,0,0,0,1,0,0,14603
Washington,Cities,Yakima,6,0,1,0,0,0,94375
Washington,Universities and Colleges,,4,1,1,0,2,1,0
Washington,Universities and Colleges,Eastern Washington University,0,0,0,0,1,1,12279
Washington,Universities and Colleges,Evergreen State College,1,0,0,0,0,0,4089
Washington,Universities and Colleges,University of Washington,3,0,0,0,1,0,45591
Washington,Universities and Colleges,"Washington State University, Pullman",0,0,1,0,0,0,30142
Washington,Universities and Colleges,Western Washington University,0,1,0,0,0,0,15574
Washington,Metropolitan Counties,,41,9,3,0,0,0,0
Washington,Metropolitan Counties,Cowlitz,1,0,0,0,0,0,0
Washington,Metropolitan Counties,King,4,0,0,0,0,0,0
Washington,Metropolitan Counties,Pierce,6,1,1,0,0,0,0
Washington,Metropolitan Counties,Skagit,1,2,0,0,0,0,0
Washington,Metropolitan Counties,Skamania,1,0,0,0,0,0,0
Washington,Metropolitan Counties,Snohomish,6,2,1,0,0,0,0
Washington,Metropolitan Counties,Spokane,8,3,0,0,0,0,0
Washington,Metropolitan Counties,Thurston,2,0,0,0,0,0,0
Washington,Metropolitan Counties,Whatcom2,5,1,1,0,0,0,0
Washington,Metropolitan Counties,Yakima,7,0,0,0,0,0,0
Washington,Nonmetropolitan Counties,,1,0,0,0,0,0,0
Washington,Nonmetropolitan Counties,Clallam,1,0,0,0,0,0,0
Washington,Tribal Agencies,,1,0,0,0,0,0,0
Washington,Tribal Agencies,Lummi Tribal,1,0,0,0,0,0,0
Washington,Other Agencies,,2,2,0,0,0,0,0
Washington,Other Agencies,Port of Seattle,2,2,0,0,0,0,0
West Virginia,Total,,23,6,1,1,0,0,0
West Virginia,Cities,,10,4,1,0,0,0,0
West Virginia,Cities,Barboursville,0,1,0,0,0,0,4315
West Virginia,Cities,Bridgeport,1,0,0,0,0,0,8401
West Virginia,Cities,Buckhannon,1,0,0,0,0,0,5610
West Virginia,Cities,Charleston,3,0,1,0,0,0,48788
West Virginia,Cities,Fairmont,1,0,0,0,0,0,18604
West Virginia,Cities,Huntington,0,1,0,0,0,0,47933
West Virginia,Cities,Martinsburg,0,1,0,0,0,0,17761
West Virginia,Cities,Oak Hill,3,0,0,0,0,0,8490
West Virginia,Cities,Parkersburg,1,0,0,0,0,0,30475
West Virginia,Cities,White Sulphur Springs,0,1,0,0,0,0,2417
West Virginia,Universities and Colleges,,2,1,0,0,0,0,0
West Virginia,Universities and Colleges,Shepherd University,2,1,0,0,0,0,3779
West Virginia,Metropolitan Counties,,6,0,0,0,0,0,0
West Virginia,Metropolitan Counties,Berkeley,3,0,0,0,0,0,0
West Virginia,Metropolitan Counties,Brooke,1,0,0,0,0,0,0
West Virginia,Metropolitan Counties,Fayette,1,0,0,0,0,0,0
West Virginia,Metropolitan Counties,Jefferson,1,0,0,0,0,0,0
West Virginia,Nonmetropolitan Counties,,5,1,0,1,0,0,0
West Virginia,Nonmetropolitan Counties,Braxton,1,0,0,0,0,0,0
West Virginia,Nonmetropolitan Counties,Harrison,0,1,0,0,0,0,0
West Virginia,Nonmetropolitan Counties,Lewis,1,0,0,1,0,0,0
West Virginia,Nonmetropolitan Counties,Mason,1,0,0,0,0,0,0
West Virginia,Nonmetropolitan Counties,McDowell,2,0,0,0,0,0,0
Wisconsin,Total,,15,17,13,1,0,0,0
Wisconsin,Cities,,14,12,11,1,0,0,0
Wisconsin,Cities,Appleton,1,3,0,0,0,0,74660
Wisconsin,Cities,Beloit,0,2,0,0,0,0,36724
Wisconsin,Cities,Eau Claire,1,0,0,0,0,0,68687
Wisconsin,Cities,Fond du Lac,0,1,0,0,0,0,42929
Wisconsin,Cities,Hudson,1,3,8,0,0,0,13788
Wisconsin,Cities,Juneau,0,0,0,1,0,0,2703
Wisconsin,Cities,Kaukauna,0,0,1,0,0,0,15969
Wisconsin,Cities,La Crosse,1,0,0,0,0,0,52234
Wisconsin,Cities,Madison,0,1,1,0,0,0,255850
Wisconsin,Cities,Manitowoc,1,0,0,0,0,0,32813
Wisconsin,Cities,Milwaukee,4,1,0,0,0,0,595168
Wisconsin,Cities,North Fond du Lac,1,0,0,0,0,0,5038
Wisconsin,Cities,Seymour,1,0,0,0,0,0,3441
Wisconsin,Cities,Sheboygan,1,0,0,0,0,0,48595
Wisconsin,Cities,South Milwaukee,1,0,0,0,0,0,21039
Wisconsin,Cities,Tomahawk,0,1,0,0,0,0,3169
Wisconsin,Cities,West Allis,1,0,0,0,0,0,60043
Wisconsin,Cities,Wisconsin Rapids,0,0,1,0,0,0,17807
Wisconsin,Metropolitan Counties,,0,4,1,0,0,0,0
Wisconsin,Metropolitan Counties,Calumet,0,1,0,0,0,0,0
Wisconsin,Metropolitan Counties,Columbia,0,1,0,0,0,0,0
Wisconsin,Metropolitan Counties,Rock,0,0,1,0,0,0,0
Wisconsin,Metropolitan Counties,St. Croix,0,2,0,0,0,0,0
Wisconsin,Nonmetropolitan Counties,,0,1,0,0,0,0,0
Wisconsin,Nonmetropolitan Counties,Burnett,0,1,0,0,0,0,0
Wisconsin,Tribal Agencies,,1,0,1,0,0,0,0
Wisconsin,Tribal Agencies,Lac Courtes Oreilles Tribal,1,0,1,0,0,0,0
Wyoming,Total,,1,1,2,0,0,0,0
Wyoming,Cities,,0,1,2,0,0,0,0
Wyoming,Cities,Laramie,0,1,1,0,0,0,32632
Wyoming,Cities,Sheridan,0,0,1,0,0,0,18036
Wyoming,Universities and Colleges,,1,0,0,0,0,0,0
Wyoming,Universities and Colleges,University of Wyoming,1,0,0,0,0,0,12366
